"","AUC","Sensitivity","specificity","PPV","NPV","F1_Score_pos","F1_Score_neg","Accuracy","KAPPA","Model"
"560",0.891778894417149,0.7875,0.827392120075047,0.672597864768683,0.896341463414634,0.72552783109405,0.860487804878049,0.815006468305304,0.587314683800443,"RF25"
"561",0.889611861471567,0.800925925925926,0.813285457809695,0.624548736462094,0.913306451612903,0.701825557809331,0.86039886039886,0.809831824062096,0.565339963660706,"RF25"
"562",0.87949778554733,0.789719626168224,0.81216457960644,0.616788321167883,0.909819639278557,0.692622950819672,0.858223062381853,0.805950840879689,0.553956114975072,"RF25"
"563",0.902423207526031,0.804444444444444,0.819343065693431,0.646428571428571,0.910750507099392,0.716831683168317,0.862632084534102,0.815006468305304,0.581869763395306,"RF25"
"564",0.876944102319296,0.770334928229665,0.813829787234043,0.605263157894737,0.905325443786982,0.677894736842105,0.857142857142857,0.802069857697283,0.537988257216187,"RF25"
"565",0.904211253417485,0.793577981651376,0.827027027027027,0.643122676579926,0.910714285714286,0.71047227926078,0.86685552407932,0.817593790426908,0.579448772413155,"RF25"
"566",0.910395675178441,0.845454545454545,0.820976491862568,0.652631578947368,0.930327868852459,0.736633663366337,0.87223823246878,0.827943078913325,0.611990262864907,"RF25"
"567",0.902509687693512,0.783898305084746,0.851024208566108,0.69811320754717,0.899606299212598,0.738522954091816,0.874641148325359,0.830530401034929,0.613784502255972,"RF25"
"568",0.884627104884321,0.78743961352657,0.816254416961131,0.610486891385768,0.91304347826087,0.687763713080169,0.861940298507463,0.808538163001294,0.552871838164025,"RF25"
"569",0.879434999321409,0.782178217821782,0.793345008756567,0.572463768115942,0.911468812877264,0.661087866108787,0.848314606741573,0.790426908150065,0.514609093375712,"RF25"
"570",0.886300829703194,0.798882681564246,0.836700336700337,0.595833333333333,0.932457786116323,0.682577565632458,0.881987577639752,0.827943078913325,0.567969508377212,"RF25"
"571",0.896611535043284,0.7847533632287,0.810909090909091,0.627240143369176,0.902834008097166,0.697211155378486,0.854406130268199,0.803363518758085,0.554284326965389,"RF25"
"572",0.88338445820861,0.803493449781659,0.805147058823529,0.63448275862069,0.906832298136646,0.709055876685935,0.852969814995131,0.804657179818887,0.565062023274098,"RF25"
"573",0.901215723661161,0.787735849056604,0.812834224598931,0.613970588235294,0.910179640718563,0.690082644628099,0.858757062146893,0.805950840879689,0.551977558306672,"RF25"
"574",0.870483577855111,0.770731707317073,0.788732394366197,0.568345323741007,0.905050505050505,0.65424430641822,0.842897460018815,0.783958602846054,0.502307434294989,"RF25"
"575",0.902356865076105,0.834080717488789,0.803636363636364,0.63265306122449,0.922755741127349,0.719535783365571,0.859086491739553,0.8124191461837,0.582577639404582,"RF25"
"576",0.855523032989472,0.763392857142857,0.788706739526412,0.59581881533101,0.890946502057613,0.669275929549902,0.836714975845411,0.78137128072445,0.509670566421571,"RF25"
