"AUC","Sensitivity","Specificity","PPV","NPV","F1_Score_Pos","F1_Score_Neg","Accuracy","KAPPA","Model"
0.881116330166955,0.745614035087719,0.818348623853211,0.631970260223048,0.884920634920635,0.6841046277666,0.850333651096282,0.796895213454075,0.535934566395301,"SMOTE"
0.871720881841441,0.766990291262136,0.798941798941799,0.580882352941176,0.904191616766467,0.661087866108787,0.848314606741573,0.790426908150065,0.513553198927864,"SMOTE"
0.888523377826121,0.781659388646288,0.819852941176471,0.646209386281588,0.899193548387097,0.707509881422925,0.857692307692308,0.808538163001294,0.567097535872132,"SMOTE"
0.877717722991883,0.75462962962963,0.836624775583483,0.641732283464567,0.897880539499037,0.693617021276596,0.866171003717472,0.813712807244502,0.561041398837457,"SMOTE"
0.859128195506277,0.737113402061856,0.835924006908463,0.600840336134454,0.904672897196262,0.662037037037037,0.868940754039497,0.811125485122898,0.532857048246631,"SMOTE"
0.835577863824061,0.721461187214612,0.799638989169675,0.587360594795539,0.878968253968254,0.647540983606557,0.837429111531191,0.777490297542044,0.487451908620597,"SMOTE"
0.857173702010223,0.742857142857143,0.820075757575758,0.657039711191336,0.872983870967742,0.697318007662835,0.845703125,0.795601552393273,0.543894897227534,"SMOTE"
0.90103178130071,0.825,0.804537521815009,0.595667870036101,0.929435483870968,0.691823899371069,0.862488306828812,0.809831824062096,0.559434865714696,"SMOTE"
0.842483529803808,0.723300970873786,0.81305114638448,0.584313725490196,0.88996138996139,0.646420824295011,0.849769585253456,0.789133247089263,0.498597254997155,"SMOTE"
0.870636230839763,0.801801801801802,0.798548094373866,0.615916955017301,0.909090909090909,0.696673189823875,0.85024154589372,0.799482535575679,0.550728006989467,"SMOTE"
0.838855487766792,0.725888324873096,0.796875,0.55,0.894736842105263,0.62582056892779,0.84297520661157,0.778783958602846,0.47299867235997,"SMOTE"
0.865701674329813,0.736585365853659,0.816901408450704,0.592156862745098,0.895752895752896,0.656521739130435,0.85451197053407,0.795601552393273,0.513468509739872,"SMOTE"
0.862977783604352,0.737864077669903,0.807760141093474,0.582375478927203,0.89453125,0.650963597430407,0.848934198331789,0.789133247089263,0.502882122946906,"SMOTE"
0.864775216826465,0.747706422018349,0.807207207207207,0.603703703703704,0.89065606361829,0.668032786885246,0.846880907372401,0.790426908150065,0.517440964301128,"SMOTE"
0.868902577635883,0.78391959798995,0.808362369337979,0.586466165413534,0.915187376725838,0.670967741935484,0.858464384828862,0.802069857697283,0.533597289975037,"SMOTE"
0.857741661754657,0.754716981132076,0.802139037433155,0.590405904059041,0.896414342629482,0.662525879917184,0.846660395108184,0.789133247089263,0.51249153624422,"SMOTE"
0.877030221882785,0.764705882352941,0.833333333333333,0.647509578544061,0.8984375,0.701244813278008,0.864661654135338,0.813712807244502,0.567256554598327,"SMOTE"
0.884392923106974,0.79646017699115,0.829981718464351,0.659340659340659,0.908,0.721442885771543,0.867239732569245,0.820181112548512,0.590414400128083,"SMOTE"
0.85805253156509,0.737327188940092,0.820143884892086,0.615384615384615,0.888888888888889,0.670859538784067,0.853133769878391,0.796895213454075,0.525713124460198,"SMOTE"
0.905634191159447,0.786407766990291,0.837742504409171,0.637795275590551,0.915221579961464,0.704347826086956,0.874769797421731,0.824062095730918,0.581049846173465,"SMOTE"
0.862600357473875,0.773148148148148,0.798922800718133,0.598566308243727,0.90080971659919,0.674747474747475,0.846812559467174,0.791720569210867,0.525182463650341,"SMOTE"
0.866200543532397,0.719457013574661,0.818840579710145,0.613899613899614,0.879377431906615,0.6625,0.848030018761726,0.790426908150065,0.511907453169214,"SMOTE"
0.912288877965793,0.805970149253731,0.847902097902098,0.650602409638554,0.925572519083969,0.72,0.885036496350365,0.836998706338939,0.606873002034293,"SMOTE"
0.852484219757778,0.715415019762846,0.819230769230769,0.658181818181818,0.855421686746988,0.685606060606061,0.836935166994106,0.785252263906856,0.522970772582288,"SMOTE"
0.900253038730007,0.764705882352941,0.826010544815466,0.611764705882353,0.907335907335907,0.679738562091503,0.864765409383625,0.809831824062096,0.546866214454055,"SMOTE"
0.854911456926569,0.757009345794392,0.788908765652952,0.578571428571429,0.894523326572008,0.65587044534413,0.838403041825095,0.780077619663648,0.498477227103068,"SMOTE"
0.882653689496964,0.781818181818182,0.815551537070524,0.627737226277372,0.903807615230461,0.696356275303644,0.857414448669202,0.805950840879689,0.556260572058385,"SMOTE"
0.881132559184592,0.763546798029557,0.831578947368421,0.617529880478088,0.908045977011494,0.682819383259912,0.868131868131868,0.813712807244502,0.553028477810437,"SMOTE"
0.867525618480499,0.76271186440678,0.802607076350093,0.629370629370629,0.885010266940452,0.689655172413793,0.841796875,0.790426908150065,0.533633255621681,"SMOTE"
0.872696774341003,0.733624454148472,0.834558823529412,0.651162790697674,0.881553398058253,0.68993839835729,0.857412653446648,0.804657179818887,0.548087979650544,"SMOTE"
0.854405935281014,0.708133971291866,0.835106382978723,0.614107883817427,0.885338345864662,0.657777777777778,0.859489051094891,0.800776196636481,0.518267020622228,"SMOTE"
0.854434151101516,0.75,0.790528233151184,0.593639575971731,0.885714285714286,0.662721893491124,0.835418671799808,0.778783958602846,0.501435161262339,"SMOTE"
0.862474755272721,0.746268656716418,0.811188811188811,0.581395348837209,0.900970873786408,0.65359477124183,0.853725850965961,0.794307891332471,0.510508142466277,"SMOTE"
0.889887744649156,0.768518518518518,0.804308797127469,0.603636363636364,0.899598393574297,0.676171079429735,0.849289099526066,0.794307891332471,0.528627805923841,"SMOTE"
0.852074954800596,0.744075829383886,0.807829181494662,0.592452830188679,0.893700787401575,0.659663865546218,0.848598130841121,0.790426908150065,0.511061307678492,"SMOTE"
0.878901337722174,0.755555555555556,0.799270072992701,0.607142857142857,0.888438133874239,0.673267326732673,0.84149855907781,0.786545924967659,0.517542034686891,"SMOTE"
0.917544160202129,0.844339622641509,0.832442067736185,0.655677655677656,0.934,0.738144329896907,0.880301602262017,0.835705045278137,0.621185168606962,"SMOTE"
0.852198898635533,0.748815165876777,0.816725978647687,0.605363984674329,0.896484375,0.669491525423729,0.854748603351955,0.798188874514877,0.52657490361739,"SMOTE"
0.887127906316078,0.775229357798165,0.803603603603604,0.607913669064748,0.901010101010101,0.681451612903226,0.849523809523809,0.795601552393273,0.53419527078566,"SMOTE"
0.882131750132229,0.774358974358974,0.809688581314879,0.578544061302682,0.9140625,0.662280701754386,0.858715596330275,0.800776196636481,0.525157759535377,"SMOTE"
0.843420328446487,0.718614718614719,0.784132841328413,0.586572438162544,0.86734693877551,0.645914396887159,0.823643410852713,0.764553686934023,0.472248064341876,"SMOTE"
0.866771443234941,0.740384615384615,0.817699115044248,0.599221789883268,0.895348837209302,0.662365591397849,0.854764107308048,0.796895213454075,0.519425184035354,"SMOTE"
0.886783353269702,0.818604651162791,0.806451612903226,0.619718309859155,0.920245398773006,0.705410821643287,0.859598853868195,0.809831824062096,0.568937850664057,"SMOTE"
0.861977603771477,0.776315789473684,0.785321100917431,0.602040816326531,0.893528183716075,0.67816091954023,0.8359375,0.782664941785252,0.518026142917585,"SMOTE"
0.867575112990268,0.781990521327014,0.806049822064057,0.602189781021898,0.907815631262525,0.680412371134021,0.853911404335532,0.799482535575679,0.537888050231991,"SMOTE"
0.903656678001654,0.817733990147783,0.836842105263158,0.640926640926641,0.928015564202335,0.718614718614719,0.880073800738007,0.831824062095731,0.601185846046386,"SMOTE"
0.849544371690423,0.736842105263158,0.812844036697248,0.622222222222222,0.880715705765407,0.674698795180723,0.845419847328244,0.790426908150065,0.521735145168313,"SMOTE"
0.866402094974208,0.75,0.820466786355476,0.618320610687023,0.894324853228963,0.677824267782427,0.855805243445693,0.800776196636481,0.535554601849323,"SMOTE"
0.875899856816531,0.785714285714286,0.795992714025501,0.611111111111111,0.901030927835051,0.6875,0.845261121856866,0.793014230271669,0.536348368522073,"SMOTE"
0.87447363167271,0.75,0.833628318584071,0.624,0.90057361376673,0.681222707423581,0.865808823529412,0.811125485122898,0.548629386403449,"SMOTE"
0.853961159486578,0.752136752136752,0.766233766233766,0.582781456953642,0.876857749469214,0.656716417910448,0.817821782178218,0.761966364812419,0.47898839526433,"SMOTE"
0.864102311172152,0.7847533632287,0.783636363636364,0.595238095238095,0.899791231732777,0.676982591876209,0.837706511175899,0.783958602846054,0.519244591590104,"SMOTE"
0.880814491132485,0.752212389380531,0.829981718464351,0.64638783269962,0.890196078431373,0.695296523517382,0.859035004730369,0.807244501940492,0.555508816344488,"SMOTE"
0.84904203906446,0.741116751269036,0.810763888888889,0.572549019607843,0.901544401544402,0.646017699115044,0.853747714808044,0.793014230271669,0.503145513124382,"SMOTE"
0.882000356345667,0.792452830188679,0.803921568627451,0.60431654676259,0.911111111111111,0.685714285714286,0.854166666666667,0.800776196636481,0.543722067627962,"SMOTE"
0.85386033668355,0.736842105263158,0.812056737588652,0.592307692307692,0.892787524366472,0.656716417910448,0.850510677808728,0.791720569210867,0.509751553039703,"SMOTE"
0.854212989503241,0.751091703056769,0.829044117647059,0.649056603773585,0.887795275590551,0.696356275303644,0.857414448669202,0.805950840879689,0.554880764092563,"SMOTE"
0.864774036570664,0.747747747747748,0.809437386569873,0.612546125461255,0.888446215139442,0.67342799188641,0.84710351377018,0.791720569210867,0.522738864494852,"SMOTE"
0.877558362616838,0.766666666666667,0.83303730017762,0.631372549019608,0.905405405405405,0.69247311827957,0.867715078630897,0.815006468305304,0.561952881967148,"SMOTE"
0.860224172320948,0.736111111111111,0.824057450628366,0.618677042801556,0.88953488372093,0.6723044397463,0.855545200372787,0.799482535575679,0.529408299130025,"SMOTE"
0.892795595575041,0.782222222222222,0.832116788321168,0.656716417910448,0.902970297029703,0.713995943204868,0.866096866096866,0.817593790426908,0.581583099478289,"SMOTE"
0.877119521421482,0.770212765957447,0.821561338289963,0.653429602888087,0.891129032258065,0.70703125,0.854932301740812,0.805950840879689,0.563418252468127,"SMOTE"
0.856742016906302,0.746606334841629,0.797101449275362,0.595667870036101,0.887096774193548,0.662650602409638,0.83969465648855,0.782664941785252,0.505317690080756,"SMOTE"
0.848747687113357,0.725961538461538,0.814159292035398,0.58984375,0.889748549323017,0.650862068965517,0.850277264325323,0.790426908150065,0.503418247573123,"SMOTE"
0.864933816643428,0.773333333333333,0.786496350364963,0.597938144329897,0.894190871369295,0.674418604651163,0.836893203883495,0.782664941785252,0.515284527355385,"SMOTE"
0.859209435720348,0.721238938053097,0.817184643510055,0.619771863117871,0.876470588235294,0.666666666666667,0.845789971617786,0.789133247089263,0.513744544054708,"SMOTE"
0.863624810817054,0.759825327510917,0.797794117647059,0.612676056338028,0.887525562372188,0.678362573099415,0.84027105517909,0.786545924967659,0.5213658214405,"SMOTE"
0.891050575718769,0.761904761904762,0.840142095914742,0.64,0.904397705544933,0.695652173913043,0.871086556169429,0.81888745148771,0.568121957059622,"SMOTE"
0.89802339595536,0.78695652173913,0.839779005524862,0.675373134328358,0.902970297029703,0.726907630522088,0.870229007633588,0.824062095730918,0.598248201961219,"SMOTE"
0.888548583447597,0.803738317757009,0.803220035778175,0.609929078014185,0.914460285132383,0.693548387096774,0.855238095238095,0.803363518758085,0.552757392125217,"SMOTE"
0.879943893252197,0.742990654205608,0.847942754919499,0.651639344262295,0.896030245746692,0.694323144104804,0.871323529411765,0.81888745148771,0.566429756171826,"SMOTE"
0.878375558075497,0.790393013100437,0.814338235294118,0.641843971631206,0.90224032586558,0.708414872798434,0.856038647342995,0.807244501940492,0.566754561834439,"SMOTE"
0.839615953017789,0.712918660287081,0.790780141843972,0.558052434456929,0.881422924901186,0.626050420168067,0.833644859813084,0.769728331177232,0.463240514624993,"SMOTE"
0.878675215053259,0.820175438596491,0.785321100917431,0.615131578947368,0.912579957356077,0.703007518796993,0.844181459566075,0.795601552393273,0.551985972737811,"SMOTE"
0.878642216407739,0.794871794871795,0.803339517625232,0.636986301369863,0.9002079002079,0.70722433460076,0.849019607843137,0.800776196636481,0.559008972297753,"SMOTE"
0.866943286200934,0.746031746031746,0.825342465753425,0.580246913580247,0.909433962264151,0.652777777777778,0.865350089766607,0.805950840879689,0.521030064193125,"SMOTE"
0.85399998260929,0.74537037037037,0.81508078994614,0.609848484848485,0.891944990176817,0.670833333333333,0.851782363977486,0.795601552393273,0.524755634416636,"SMOTE"
0.866203653210448,0.732057416267943,0.828014184397163,0.612,0.892925430210325,0.666666666666667,0.859245630174793,0.802069857697283,0.527504224811931,"SMOTE"
0.876291820476587,0.766666666666667,0.818827708703375,0.612167300380228,0.903921568627451,0.680761099365751,0.859273066169618,0.804657179818887,0.542565907300652,"SMOTE"
0.842634555951046,0.709183673469388,0.818024263431542,0.569672131147541,0.892249527410208,0.631818181818182,0.853526220614828,0.790426908150065,0.487769560522268,"SMOTE"
0.864548384249839,0.744186046511628,0.82078853046595,0.615384615384615,0.892787524366472,0.673684210526316,0.855275443510738,0.799482535575679,0.530827214880078,"SMOTE"
0.884278191060883,0.809090909090909,0.826401446654611,0.64963503649635,0.915831663326653,0.720647773279352,0.868821292775665,0.821474773609314,0.591759726293714,"SMOTE"
0.844189603420659,0.706976744186047,0.806451612903226,0.584615384615385,0.87719298245614,0.64,0.840336134453782,0.778783958602846,0.482396475770925,"SMOTE"
0.891939155645353,0.753488372093023,0.829749103942652,0.630350194552529,0.897286821705426,0.686440677966102,0.86219739292365,0.808538163001294,0.550203266416614,"SMOTE"
0.887589432457739,0.766816143497758,0.830909090909091,0.647727272727273,0.897838899803536,0.702258726899384,0.863078375826251,0.8124191461837,0.566749256881337,"SMOTE"
0.882724400763886,0.809128630705394,0.798872180451128,0.645695364238411,0.902335456475584,0.718232044198895,0.847457627118644,0.802069857697283,0.568636819549558,"SMOTE"
0.870007271507225,0.747747747747748,0.814882032667877,0.619402985074627,0.889108910891089,0.677551020408163,0.850378787878788,0.795601552393273,0.529852412444472,"SMOTE"
0.877996580311491,0.762557077625571,0.810469314079422,0.613970588235294,0.896207584830339,0.680244399185336,0.851184834123223,0.796895213454075,0.533956460463812,"SMOTE"
0.879634254869131,0.767441860465116,0.824372759856631,0.627376425855513,0.901960784313726,0.690376569037657,0.861423220973783,0.808538163001294,0.553813513049718,"SMOTE"
0.875035174608685,0.766666666666667,0.814258911819887,0.65017667844523,0.885714285714286,0.703632887189293,0.848484848484849,0.799482535575679,0.553660235658753,"SMOTE"
0.845779911285287,0.726457399103139,0.812727272727273,0.611320754716981,0.87992125984252,0.663934426229508,0.844990548204159,0.78783958602846,0.510597064478022,"SMOTE"
0.822619190618035,0.697872340425532,0.782527881040892,0.583629893238434,0.855691056910569,0.635658914728682,0.81747572815534,0.756791720569211,0.455303263142902,"SMOTE"
0.864744299463138,0.747572815533981,0.830687830687831,0.616,0.90057361376673,0.675438596491228,0.864220183486239,0.808538163001294,0.541444879112422,"SMOTE"
0.886915913335916,0.767441860465116,0.831541218637993,0.637065637065637,0.90272373540856,0.69620253164557,0.865671641791045,0.813712807244502,0.563537124752972,"SMOTE"
0.877402001258247,0.762331838565022,0.812727272727273,0.622710622710623,0.894,0.685483870967742,0.851428571428571,0.798188874514877,0.539124785018154,"SMOTE"
